ID,url number,ACCIDENT LOCATION,ACCIDENT Date,Victim NUMBER,Vehicle 1,Vehicle 2,Vehicle 3
487,845,Khalpar,5/27/2021 22:03,four,truck,bus,bike
488,847,Sirajganj,5/27/2021 22:03,Two,truck,bus,bike
489,847,Dhaka,5/27/2021 22:03,Two,truck,bus,bike
490,850,Habiganj,5/29/2021 22:01,Two,bike,motorcycle,rickshaw
491,850,Habiganj,5/29/2021 22:01,Two,bike,motorcycle,rickshaw
494,856,Percy,5/31/2021 22:01,One,bus,,
495,861,Gazipur,6/3/2021 22:25,562,truck,bus,motorcycle
496,861,Barisal,6/3/2021 22:25,562,truck,bus,motorcycle
497,866,Naogaon,6/5/2021 22:02,Two,truck,bike,motorcycle
501,878,Bhatbaur,6/12/2021 22:02,Two,motorcycle,auto,
502,878,CNG,6/12/2021 22:02,Two,motorcycle,auto,
503,880,north.bound,6/13/2021 22:02,Two,truck,bus,
504,884,Queens,6/15/2021 22:05,One,truck,car,
505,884,New,6/15/2021 22:05,One,truck,car,
506,886,Gazipur,6/16/2021 22:02,Three,truck,bus,motorcycle
507,886,Kapasia,6/16/2021 22:02,Three,truck,bus,motorcycle
508,887,Gulistan,6/16/2021 22:02,Six,truck,bus,motorcycle
509,887,Nabinagar,6/16/2021 22:02,Six,truck,bus,motorcycle
510,888,Queens,6/16/2021 22:02,One,truck,car,
511,888,New,6/16/2021 22:02,One,truck,car,
512,890,Dhaka,6/17/2021 22:05,One,car,,
513,890,Dhaka,6/17/2021 22:05,One,car,,
515,892,Karnaphuli,6/18/2021 22:01,18,bus,rickshaw,auto
516,892,Chittagong,6/18/2021 22:01,18,bus,rickshaw,auto
517,893,Mainamati,6/18/2021 22:01,Three,bus,car,
518,893,Dulal,6/18/2021 22:01,Three,bus,car,
519,901,Narsingdi,6/19/2021 22:02,Two,truck,auto,
520,901,Narsingdi,6/19/2021 22:02,Two,truck,auto,
521,902,Shitakundo,6/19/2021 22:02,19,bus,,
522,903,Cumilla,6/19/2021 22:03,Four,bus,car,rickshaw
523,903,Suagazi,6/19/2021 22:03,Four,bus,car,rickshaw
524,905,Narsingdi,6/20/2021 22:01,five,truck,bus,motorcycle
525,905,Narsingdi,6/20/2021 22:01,five,truck,bus,motorcycle
528,918,Moghbazar,6/28/2021 22:02,six,bus,car,
529,920,Kashem,6/28/2021 22:02,seven,truck,bus,rickshaw
530,920,Panthapath,6/28/2021 22:02,seven,truck,bus,rickshaw
531,921,Faridganj,6/29/2021 22:05,3,truck,bus,
532,921,Faridganj,6/29/2021 22:05,3,truck,bus,
534,946,Rajshahi,7/9/2021 22:01,Two,truck,,
535,949,Gopalpur,7/9/2021 22:02,5,truck,rickshaw,auto
536,949,Gopalpur,7/9/2021 22:02,5,truck,rickshaw,auto
537,954,Turkey,7/11/2021 22:01,12,bus,,
538,956,Gulshan,7/11/2021 22:01,4,car,,
539,956,Dhaka,7/11/2021 22:01,4,car,,
540,959,Dinajpur,7/11/2021 22:01,One,auto,,
541,965,Rupganj,7/12/2021 22:03,49,bus,car,tempo
542,967,Bangladesh,7/12/2021 22:03,52,car,,
543,968,Fashitala,7/12/2021 22:03,Two,truck,,
544,970,Bangladesh,7/13/2021 22:03,Three,bus,car,train
546,977,Bhutbhuti,7/15/2021 22:28,Two,bike,motorcycle,auto
547,977,Chapainawabganj,7/15/2021 22:28,Two,bike,motorcycle,auto
550,981,Narsingdi,7/16/2021 22:02,16,truck,car,motorcycle
551,981,Narayanganj,7/16/2021 22:02,16,truck,car,motorcycle
552,982,Tofazzal,7/16/2021 22:02,Two,car,,
553,982,Madanpur,7/16/2021 22:02,Two,car,,
554,986,Gulistan,7/16/2021 22:02,Two,truck,,
555,987,Tofazzal,7/16/2021 22:03,Two,car,,
556,987,Madanpur,7/16/2021 22:03,Two,car,,
557,993,Gulistan,7/17/2021 22:01,Two,truck,,
558,994,Chernobyl,7/17/2021 22:01,4,bus,tempo,train
559,994,Chernobyl,7/17/2021 22:01,4,bus,tempo,train
560,996,Arabpur,7/18/2021 22:01,Two,truck,car,auto
561,996,Arabpur,7/18/2021 22:01,Two,truck,car,auto
562,997,Rangpur,7/18/2021 22:01,six,bus,,
563,1000,Jashore,7/18/2021 22:01,Two,train,,
564,1000,Jashore,7/18/2021 22:01,Two,train,,
565,1001,Pirganj,7/18/2021 22:01,Five,truck,bus,car
566,1001,Rangpur,7/18/2021 22:01,Five,truck,bus,car
567,1005,Gajaria,7/22/2021 22:04,One,car,,
568,1007,Boiltoli,7/23/2021 22:02,23,bike,rickshaw,auto
569,1007,Bagerhat,7/23/2021 22:02,23,bike,rickshaw,auto
573,1011,Rangpur,7/23/2021 22:02,16,bus,car,bike
574,1011,Dinajpur,7/23/2021 22:02,16,bus,car,bike
575,1012,Dhaka,7/23/2021 22:02,two,truck,car,
576,1012,Bangladesh,7/23/2021 22:02,two,truck,car,
577,1013,Boiltoli,7/23/2021 22:45,seven,bike,rickshaw,
578,1015,Kishoreganj,7/24/2021 22:01,30,train,,
579,1015,Bangladesh,7/24/2021 22:01,30,train,,
580,1016,Padma,7/24/2021 22:01,One,car,train,
581,1029,Bhanga,7/26/2021 22:01,nine,bus,,
582,1030,Dhaka,7/26/2021 22:01,87,motorcycle,,
583,1033,Bandabil,7/27/2021 22:02,One,truck,,
584,1033,Alamdanga,7/27/2021 22:02,One,truck,,
585,1037,Padma,7/29/2021 22:43,One,truck,,
586,1037,Munshiganj,7/29/2021 22:43,One,truck,,
587,1041,Harikhola,7/29/2021 22:43,Five,truck,bike,auto
588,1041,Chandina,7/29/2021 22:43,Five,truck,bike,auto
591,1044,Sarai,7/30/2021 22:02,One,bike,,
592,1047,Gobindaganj,7/30/2021 22:02,six,truck,motorcycle,rickshaw
593,1047,Panditpur,7/30/2021 22:02,six,truck,motorcycle,rickshaw
594,1057,East,8/1/2021 22:00,One,truck,motorcycle,
595,1057,Pakistan,8/1/2021 22:00,One,truck,motorcycle,
596,1060,Faridpur,8/1/2021 22:45,six,truck,bus,car
597,1060,Joypurhat,8/1/2021 22:45,six,truck,bus,car
598,1065,Shibchar,8/2/2021 22:04,2021,truck,,
599,1065,Shibchar,8/2/2021 22:04,2021,truck,,
600,1071,Azahar,8/4/2021 22:08,One,truck,,
601,1072,Narayanganj,8/4/2021 22:08,one,car,,
602,1073,Baridhara,8/4/2021 22:08,One,car,,
603,1073,life.long,8/4/2021 22:08,One,car,,
604,1074,Khilgaon,8/4/2021 22:08,One,auto,,
605,1074,Dhaka,8/4/2021 22:08,One,auto,,
606,1081,Narayanganj,8/7/2021 22:45,21,car,,
607,1081,Narayanganj,8/7/2021 22:45,21,car,,
610,1084,Gurudaspur,8/8/2021 22:02,Six,truck,,
611,1084,Kachigachha,8/8/2021 22:02,Six,truck,,
612,1085,Gurudaspur,8/8/2021 22:02,8,truck,,
613,1085,Gurudaspur,8/8/2021 22:02,8,truck,,
614,1092,Dinajpur,8/8/2021 22:02,Four,bus,,
615,1094,Padma,8/9/2021 22:02,One,truck,car,
616,1100,Paturia,8/10/2021 22:08,One,bus,car,
617,1100,Manikganj,8/10/2021 22:08,One,bus,car,
618,1104,Padma,8/10/2021 22:37,One,truck,bus,car
619,1104,Padma,8/10/2021 22:37,One,truck,bus,car
620,1105,Mohammadpur,8/11/2021 22:03,One,motorcycle,auto,
621,1106,Sholoshahar,8/11/2021 22:05,One,truck,bike,
622,1106,Chattogram,8/11/2021 22:05,One,truck,bike,
623,1108,Beniali,8/11/2021 22:05,Three,bike,motorcycle,
624,1114,Gazipur,8/13/2021 22:02,One,train,,
625,1117,Chakaria,8/15/2021 22:04,Seven,bus,,
628,1121,Chattogram,8/15/2021 22:04,One,train,,
629,1121,Gazipur,8/15/2021 22:04,One,train,,
630,1127,Dhaka,8/15/2021 22:04,One,car,,
631,1130,Bangabandhu,8/15/2021 22:04,2nd,bus,car,train
632,1133,Habiganj,8/16/2021 22:00,16,truck,bus,rickshaw
633,1133,Habiganj,8/16/2021 22:00,16,truck,bus,rickshaw
634,1135,Kamarkhand,8/17/2021 22:05,Five,truck,,
637,1139,Kamarkhand,8/17/2021 22:05,Two,truck,,
638,1139,Bangabandhu,8/17/2021 22:05,Two,truck,,
639,1142,Narayanganj,8/17/2021 22:05,Three,truck,car,auto
640,1143,Singhajhuli,8/17/2021 22:05,One,auto,,
641,1143,village,8/17/2021 22:05,One,auto,,
642,1148,Bangladesh,8/17/2021 22:15,16149,train,,
643,1151,Bangladesh,8/17/2021 22:15,25,car,,
644,1154,Rangamati,8/17/2021 22:15,2000,car,train,
645,1154,Bagerhat,8/17/2021 22:15,2000,car,train,
646,1176,Gobindaganj,8/24/2021 0:42,Three,bus,car,bike
647,1176,Bangladesh,8/24/2021 0:42,Three,bus,car,bike
648,1177,Shibchar,8/24/2021 0:42,six,truck,,
649,1177,Madaripur,8/24/2021 0:42,six,truck,,
650,1181,Karbala,8/24/2021 0:42,One,car,,
652,1190,Pabna,8/25/2021 22:01,Three,rickshaw,auto,
653,1191,Bahrain,8/25/2021 22:02,Five,truck,car,
654,1191,Salman,8/25/2021 22:02,Five,truck,car,
656,1195,Ullapara,8/25/2021 22:02,three,truck,car,rickshaw
657,1195,Bangladesh,8/25/2021 22:02,three,truck,car,rickshaw
658,1199,Bangladesh,8/26/2021 22:02,2329,bus,car,bike
659,1203,Gulshan,8/28/2021 22:02,One,car,,
660,1203,Dhaka,8/28/2021 22:02,One,car,,
663,1219,Dewdona,8/28/2021 22:02,21,car,,
664,1224,Qatar,8/29/2021 22:03,29,car,,
667,1232,Brahmanbaria,8/29/2021 22:05,22,train,,
668,1233,Comilla,8/29/2021 22:05,One,train,,
669,1236,Afghanistan,8/29/2021 22:05,15,car,,
670,1236,Bangladesh,8/29/2021 22:05,15,car,,
671,1239,Cumilla,8/29/2021 22:05,One,train,,
672,1244,Sitakunda,8/31/2021 1:58,One,truck,car,train
673,1244,Chattogram,8/31/2021 1:58,One,truck,car,train
674,1249,Khulna,8/31/2021 22:05,eight,truck,train,
675,1249,Nilphamari,8/31/2021 22:05,eight,truck,train,
678,1255,Khilgaon,9/1/2021 22:01,One,train,,
679,1265,Madaripur,9/5/2021 22:09,three,truck,bus,bike
680,1265,Karnapara,9/5/2021 22:09,three,truck,bus,bike
681,1268,Saifur,9/5/2021 22:09,12,car,,
682,1271,Motijheel,9/5/2021 22:09,two,truck,rickshaw,auto
683,1279,Narayanganj,9/7/2021 22:07,54,car,,
684,1280,Malaysia,9/7/2021 22:07,One,rickshaw,auto,
685,1283,Gulshan,9/7/2021 22:07,One,auto,,
686,1286,Chittagong,9/8/2021 22:02,one,motorcycle,auto,
687,1286,Chittagong,9/8/2021 22:02,one,motorcycle,auto,
689,1310,Dhaka,9/12/2021 22:02,Five,rickshaw,train,auto
690,1310,Brahmanbaria,9/12/2021 22:02,Five,rickshaw,train,auto
691,1313,Sapmara,9/12/2021 22:02,One,motorcycle,auto,
692,1313,Matiranga,9/12/2021 22:02,One,motorcycle,auto,
693,1314,Ashuganj,9/12/2021 22:02,One,rickshaw,train,auto
694,1314,Chattogram,9/12/2021 22:02,One,rickshaw,train,auto
696,1321,Gazipur,9/14/2021 22:01,14,car,motorcycle,rickshaw
697,1324,Dhaka,9/15/2021 22:06,three,bike,motorcycle,auto
698,1328,Dumuria,9/16/2021 22:01,Two,car,,
699,1328,Narail,9/16/2021 22:01,Two,car,,
700,1335,Pahartali,9/17/2021 22:02,One,bus,rickshaw,
703,1348,Barisal,9/18/2021 22:01,Three,bus,bike,
704,1352,Dinajpur,9/19/2021 22:01,three,bus,car,
705,1352,Dinajpur,9/19/2021 22:01,three,bus,car,
707,1371,Tangail,9/24/2021 22:01,two,truck,bus,rickshaw
708,1371,Khulna,9/24/2021 22:01,two,truck,bus,rickshaw
709,1374,London,9/24/2021 22:01,One,car,,
710,1378,Abu,9/25/2021 22:02,Three,truck,,
711,1378,Chand,9/25/2021 22:02,Three,truck,,
714,1380,Netrokona,9/26/2021 22:01,Two,truck,auto,
715,1386,Magura,9/27/2021 22:01,Two,truck,rickshaw,
716,1386,Sharifa,9/27/2021 22:01,Two,truck,rickshaw,
717,1388,Quoting,9/27/2021 22:01,Three,bus,rickshaw,auto
718,1388,Dhaka,9/27/2021 22:01,Three,bus,rickshaw,auto
720,1403,Chittagong,10/2/2021 22:02,27,bus,rickshaw,auto
721,1403,Chittagong,10/2/2021 22:02,27,bus,rickshaw,auto
722,1404,Nalchhata,10/2/2021 22:02,One,car,train,auto
723,1404,Kaliganj,10/2/2021 22:02,One,car,train,auto
724,1413,Sirajganj,10/5/2021 22:01,One,truck,,
725,1423,Narayanganj,10/7/2021 22:02,8,train,,
726,1428,Rohingyas,10/7/2021 22:04,14,car,train,
727,1430,Tokyo,10/8/2021 22:02,8,truck,train,
728,1430,Tokyo,10/8/2021 22:02,8,truck,train,
729,1436,Hatibanda,10/10/2021 22:01,two,bus,car,
730,1440,Dhaka,10/10/2021 22:01,first,car,rickshaw,
731,1440,Jamal,10/10/2021 22:01,first,car,rickshaw,
732,1445,Jashore,10/16/2021 22:00,Seven,truck,bus,
733,1450,Chandpur,10/19/2021 22:03,One,truck,,
734,1450,Hajiganj,10/19/2021 22:03,One,truck,,
739,1463,Monwara,10/20/2021 22:04,Three,truck,bus,rickshaw
740,1463,Nalka,10/20/2021 22:04,Three,truck,bus,rickshaw
743,1472,Bangabandhu,10/22/2021 22:02,One,truck,car,
744,1473,Gafargaon,10/22/2021 22:03,two,rickshaw,train,auto
745,1473,Mymensingh,10/22/2021 22:03,two,rickshaw,train,auto
746,1475,Bangladesh,10/22/2021 22:04,18,truck,bus,car
749,1487,Dhaka,10/24/2021 22:01,One,bus,auto,
750,1492,Ulipur,10/25/2021 22:02,One,truck,,
751,1492,Kurigram,10/25/2021 22:02,One,truck,,
752,1507,Paturia,10/28/2021 0:08,One,truck,motorcycle,
753,1520,Hemayetpur,"Oct 30, 2021, 22:01:39",Two,bus,auto,
757,1529,Sreepur,"Oct 31, 2021, 22:01:39",One,bike,motorcycle,
758,1529,Gazipur,"Oct 31, 2021, 22:01:39",One,bike,motorcycle,
761,1544,Salisbury,"Nov 01, 2021, 23:30:24",One,car,train,
762,1546,Lebukhali,"Nov 02, 2021, 22:02:04",two,motorcycle,,
763,1546,Patuakhali,"Nov 02, 2021, 22:02:04",two,motorcycle,,
764,1548,Cumilla,"Nov 02, 2021, 22:02:04",Four,bus,,
765,1548,Dhaka,"Nov 02, 2021, 22:02:04",Four,bus,,
766,1550,Lebukhali,"Nov 02, 2021, 22:02:04",three,bike,,
767,1559,Dhaka,"Nov 04, 2021, 22:04:44",846,motorcycle,,
768,1559,Mymensingh,"Nov 04, 2021, 22:04:44",846,motorcycle,,
769,1561,Gafargaon,"Nov 04, 2021, 22:04:44",three,rickshaw,auto,
770,1561,Mymensingh,"Nov 04, 2021, 22:04:44",three,rickshaw,auto,
771,1564,Nilphamari,"Nov 04, 2021, 22:04:44",Three,truck,bus,
772,1565,Syedpur,"Nov 04, 2021, 22:10:44",Three,truck,bus,
773,1565,Nilphamari,"Nov 04, 2021, 22:10:44",Three,truck,bus,
774,1566,Sreepur,"Nov 05, 2021, 22:01:40",Three,truck,bus,
775,1566,Gazipur,"Nov 05, 2021, 22:01:40",Three,truck,bus,
776,1567,Old,"Nov 05, 2021, 22:01:40",Five,bus,,
777,1567,Dhaka,"Nov 05, 2021, 22:01:40",Five,bus,,
778,1577,Tanzania,"Nov 06, 2021, 22:02:07",99,truck,car,bike
779,1577,Democratic,"Nov 06, 2021, 22:02:07",99,truck,car,bike
780,1583,Dhaka,"Nov 07, 2021, 21:01:54",One,train,,
781,1583,Ashraful,"Nov 07, 2021, 21:01:54",One,train,,
782,1585,Pabna,"Nov 07, 2021, 21:01:54",35,truck,train,
783,1592,Mexico,"Nov 07, 2021, 21:02:57",One,truck,,
784,1592,Mexico,"Nov 07, 2021, 21:02:57",One,truck,,
786,1620,Jashore,"Nov 11, 2021, 21:02:09",Two,truck,bus,motorcycle
787,1620,Rahmatpur,"Nov 11, 2021, 21:02:09",Two,truck,bus,motorcycle
789,1626,Mannan,"Nov 11, 2021, 21:02:16",Three,bike,motorcycle,
790,1626,Nagar,"Nov 11, 2021, 21:02:16",Three,bike,motorcycle,
791,1630,Makbul,"Nov 12, 2021, 21:02:35",Three,motorcycle,,
792,1631,Bhuapur,"Nov 12, 2021, 21:02:35",Three,motorcycle,,
793,1632,Kurigram,"Nov 12, 2021, 21:02:35",One,truck,,
795,1662,Passur,"Nov 16, 2021, 21:02:04",One,car,,
796,1672,Prabir,"Nov 18, 2021, 21:01:58",12,train,,
797,1672,Jessore,"Nov 18, 2021, 21:01:58",12,train,,
798,1673,Bangladesh,"Nov 18, 2021, 21:01:58",One,bus,,
799,1678,Fashitola,"Nov 19, 2021, 21:01:56",Three,rickshaw,auto,
801,1723,US,"Nov 22, 2021, 21:02:11",five,car,,
802,1723,Wisconsin,"Nov 22, 2021, 21:02:11",five,car,,
803,1728,Bulgaria,"Nov 23, 2021, 04:03:22",45,bus,,
804,1731,Bulgaria,"Nov 23, 2021, 04:03:22",46,bus,,
805,1747,Chandpur,"Nov 24, 2021, 21:02:01",two,bike,,
806,1749,Gulistan,"Nov 24, 2021, 21:02:01",One,truck,,
807,1754,Gulistan,"Nov 24, 2021, 22:08:28",One,auto,,
808,1758,Gulistan,"Nov 25, 2021, 04:03:12",One,truck,,
809,1760,Chandpur,"Nov 25, 2021, 04:36:36",Four,truck,bus,car
810,1760,Chattogram,"Nov 25, 2021, 04:36:36",Four,truck,bus,car
811,1761,Gulistan,"Nov 25, 2021, 04:36:36",One,auto,,
812,1761,Paltan,"Nov 25, 2021, 04:36:36",One,auto,,
813,1762,Chandpur,"Nov 25, 2021, 05:47:23",One,bus,rickshaw,auto
815,1773,Chandpur,"Nov 26, 2021, 04:36:36",Four,truck,bus,car
816,1773,Chattogram,"Nov 26, 2021, 04:36:36",Four,truck,bus,car
817,1779,Chandpur,"Nov 26, 2021, 21:03:28",3,truck,bus,bike
818,1779,Chandpur,"Nov 26, 2021, 21:03:28",3,truck,bus,bike
819,1781,Chattogram,"Nov 27, 2021, 04:03:01",38,car,,
820,1781,city,"Nov 27, 2021, 04:03:01",38,car,,
821,1785,Mexico,"Nov 27, 2021, 04:03:01",19,truck,bus,car
822,1794,Paltan,"Nov 27, 2021, 21:01:52",two,truck,bus,
823,1802,Bashundhara,"Nov 28, 2021, 04:02:35",One,truck,bike,tempo
824,1802,City,"Nov 28, 2021, 04:02:35",One,truck,bike,tempo
825,1809,West,"Nov 28, 2021, 21:01:47",18,car,,
826,1809,Bengal,"Nov 28, 2021, 21:01:47",18,car,,
827,1814,West,"Nov 28, 2021, 22:06:30",Eighteen,truck,,
828,1814,Bengal,"Nov 28, 2021, 22:06:30",Eighteen,truck,,
831,1816,Kabir,"Nov 29, 2021, 04:02:38",third,truck,car,motorcycle
832,1816,Kabir,"Nov 29, 2021, 04:02:38",third,truck,car,motorcycle
833,1817,Medellin,"Nov 29, 2021, 04:02:38",One,bus,car,
834,1817,Colombia,"Nov 29, 2021, 04:02:38",One,bus,car,
835,1832,Brahmanbaria,"Nov 30, 2021, 21:02:05",two,bus,auto,
836,1832,Rampura,"Nov 30, 2021, 21:02:05",two,bus,auto,
837,1833,Dhaka,"Nov 30, 2021, 21:02:05",One,truck,bike,motorcycle
838,1833,Chattogram,"Nov 30, 2021, 21:02:05",One,truck,bike,motorcycle
839,1837,Dhaka,"Nov 30, 2021, 21:03:40",3502,truck,bus,car
840,1837,Chattogram,"Nov 30, 2021, 21:03:40",3502,truck,bus,car
841,1853,Rampura,"Dec 02, 2021, 04:03:14",15,bus,,
842,1867,Rampura,"Dec 02, 2021, 21:04:20",2635,bus,car,bike
843,1867,Dhaka,"Dec 02, 2021, 21:04:20",2635,bus,car,bike
844,1876,Bashundhara,"Dec 03, 2021, 18:44:04",One,car,auto,
845,1876,Residential,"Dec 03, 2021, 18:44:04",One,car,auto,
846,1879,Chandpur,"Dec 03, 2021, 21:01:52",Three,bus,bike,motorcycle
847,1880,Kazakhstan,"Dec 03, 2021, 21:03:51",One,auto,,
848,1889,Tangail,"Dec 04, 2021, 04:36:35",seven,truck,bus,bike
849,1889,Chandpur,"Dec 04, 2021, 04:36:35",seven,truck,bus,bike
850,1894,north,"Dec 04, 2021, 22:45:31",2,bus,car,rickshaw
851,1894,zone,"Dec 04, 2021, 22:45:31",2,bus,car,rickshaw
852,1895,Kawla,"Dec 04, 2021, 22:45:31",One,bus,motorcycle,
853,1895,Kawla,"Dec 04, 2021, 22:45:31",One,bus,motorcycle,
854,1897,year.long,"Dec 04, 2021, 22:45:31",6642,truck,bus,
855,1897,Gulistan,"Dec 04, 2021, 22:45:31",6642,truck,bus,
856,1898,Emdad,"Dec 04, 2021, 22:45:31",One,truck,motorcycle,
857,1899,Rampura,"Dec 04, 2021, 22:49:51",5,bus,car,bike
858,1899,India,"Dec 04, 2021, 22:49:51",5,bus,car,bike
859,1903,Noakhali,"Dec 06, 2021, 04:01:18",One,car,motorcycle,auto
860,1907,Chattogram,"Dec 06, 2021, 04:36:36",three,bus,rickshaw,train
863,1917,bus.microbus,"Dec 07, 2021, 04:36:36",Two,bus,,
864,1920,Tebaria,"Dec 07, 2021, 04:58:01",One,truck,train,
865,1924,Panchagarh,"Dec 07, 2021, 19:42:24",One,truck,bike,
866,1930,Khulna,"Dec 08, 2021, 04:03:14",three,train,,
869,1937,Noakhali,"Dec 08, 2021, 04:36:36",seven,truck,bus,motorcycle
870,1937,Gulistan,"Dec 08, 2021, 04:36:36",seven,truck,bus,motorcycle
871,1940,Nilphamari,"Dec 08, 2021, 21:04:06",four,bus,rickshaw,train
872,1940,Chittagong,"Dec 08, 2021, 21:04:06",four,bus,rickshaw,train
873,1941,Chilahati,"Dec 08, 2021, 21:04:06",One,rickshaw,train,
874,1941,Khulna,"Dec 08, 2021, 21:04:06",One,rickshaw,train,
875,1947,Dhaka,"Dec 09, 2021, 04:03:07",One,bike,motorcycle,auto
876,1948,Mymensingh,"Dec 09, 2021, 04:03:07",four,rickshaw,train,auto
879,1955,India,"Dec 09, 2021, 04:36:36",first,car,,
880,1955,Wellington,"Dec 09, 2021, 04:36:36",first,car,,
881,1966,Mexico,"Dec 10, 2021, 04:26:23",53,truck,bus,car
882,1966,Guatemala,"Dec 10, 2021, 04:26:23",53,truck,bus,car
883,1968,Chattogram,"Dec 10, 2021, 04:41:33",three,bus,rickshaw,train
884,1970,Narayanganj,"Dec 10, 2021, 21:03:59",10,truck,rickshaw,auto
885,1975,Mexico,"Dec 10, 2021, 21:05:18",53,truck,car,
887,1977,Mexico,"Dec 10, 2021, 21:05:18",53,truck,car,
888,1977,United,"Dec 10, 2021, 21:05:18",53,truck,car,
889,1980,Dinajpur,"Dec 11, 2021, 04:03:15",Two,truck,,
890,1984,Chiapas,"Dec 11, 2021, 04:03:15",One,truck,,
891,1984,Mexico,"Dec 11, 2021, 04:03:15",One,truck,,
892,2007,Purana,"Dec 13, 2021, 04:02:33",one,bus,car,
893,2007,Paltan,"Dec 13, 2021, 04:02:33",one,bus,car,
894,2009,Mymensingh,"Dec 13, 2021, 07:37:22",Three,truck,bike,rickshaw
895,2009,Dinajpur,"Dec 13, 2021, 07:37:22",Three,truck,bike,rickshaw
897,2018,Chattogram,"Dec 14, 2021, 04:36:35",Three,bus,rickshaw,tempo
898,2022,Jashore,"Dec 14, 2021, 21:03:57",Two,truck,car,
899,2022,Narayanganj,"Dec 14, 2021, 21:03:57",Two,truck,car,
900,2023,Mohakhali,"Dec 14, 2021, 21:04:36",One,car,motorcycle,
901,2023,DOHS,"Dec 14, 2021, 21:04:36",One,car,motorcycle,
902,2025,Nikunja,"Dec 15, 2021, 04:03:21",One,bike,motorcycle,
903,2042,Banani,"Dec 16, 2021, 21:02:07",One,car,motorcycle,
904,2046,Dhaka,"Dec 17, 2021, 04:02:45",One,bus,car,train
905,2046,Dakshinkhan,"Dec 17, 2021, 04:02:45",One,bus,car,train
906,2051,Boishamura,"Dec 17, 2021, 07:08:16",Three,truck,rickshaw,auto
907,2051,Bijoynagar,"Dec 17, 2021, 07:08:16",Three,truck,rickshaw,auto
908,2052,Sarail,"Dec 17, 2021, 07:08:16",Three,truck,bus,rickshaw
909,2052,Brahmanbaria,"Dec 17, 2021, 07:08:16",Three,truck,bus,rickshaw
910,2062,California,"Dec 17, 2021, 21:03:31",One,car,,
911,2062,Bahamas,"Dec 17, 2021, 21:03:31",One,car,,
912,2064,Shahbandegi,"Dec 18, 2021, 04:02:47",one,bus,car,
913,2067,Brahmanbaria,"Dec 18, 2021, 07:08:01",11,truck,bus,car
914,2067,Dhaka,"Dec 18, 2021, 07:08:01",11,truck,bus,car
915,2068,Guchhagram,"Dec 18, 2021, 07:08:01",Two,truck,bike,
916,2071,Satmail,"Dec 19, 2021, 00:09:47",One,truck,bike,
917,2079,Dinajpur,"Dec 19, 2021, 16:27:58",2,bus,rickshaw,auto
918,2079,Dinajpur,"Dec 19, 2021, 16:27:58",2,bus,rickshaw,auto
919,2081,Khilgaon,"Dec 20, 2021, 04:02:17",Two,bus,rickshaw,auto
920,2081,Khilgaon,"Dec 20, 2021, 04:02:17",Two,bus,rickshaw,auto
921,2092,Puthia,"Dec 21, 2021, 21:02:04",six,truck,bus,
922,2092,Rajshai,"Dec 21, 2021, 21:02:04",six,truck,bus,
923,2093,Jamalpur,"Dec 21, 2021, 21:03:06",five,truck,bus,rickshaw
924,2093,Dinajpur,"Dec 21, 2021, 21:03:06",five,truck,bus,rickshaw
927,2099,Bangladesh,"Dec 22, 2021, 04:02:40",One,bus,car,train
928,2099,New,"Dec 22, 2021, 04:02:40",One,bus,car,train
931,2109,New,"Dec 23, 2021, 04:02:33",11,bus,,
932,2109,York,"Dec 23, 2021, 04:02:33",11,bus,,
933,2110,Wari,"Dec 23, 2021, 04:02:33",two,truck,rickshaw,
934,2110,Gulistan,"Dec 23, 2021, 04:02:33",two,truck,rickshaw,
935,2115,Chittagong,"Dec 23, 2021, 04:48:12",Three,bike,motorcycle,
936,2115,city,"Dec 23, 2021, 04:48:12",Three,bike,motorcycle,
937,2118,Gulistan,"Dec 23, 2021, 21:02:57",24,truck,bus,rickshaw
938,2118,Moghbazar,"Dec 23, 2021, 21:02:57",24,truck,bus,rickshaw
941,2127,Nitaishah,"Dec 24, 2021, 21:03:51",One,truck,motorcycle,
942,2127,Dinajpur,"Dec 24, 2021, 21:03:51",One,truck,motorcycle,
945,2139,Chattogram,"Dec 25, 2021, 04:08:46",three,truck,bus,car
946,2139,Dinajpur,"Dec 25, 2021, 04:08:46",three,truck,bus,car
947,2148,Lohagara,"Dec 26, 2021, 04:02:34",One,bike,motorcycle,
948,2148,upazila,"Dec 26, 2021, 04:02:34",One,bike,motorcycle,
949,2151,Nepal,"Dec 26, 2021, 04:02:34",One,truck,,
950,2154,Narayanganj,"Dec 26, 2021, 21:00:37",Two,bus,train,
951,2155,Narayanganj,"Dec 26, 2021, 21:00:37",Three,bus,train,
952,2155,Dhaka,"Dec 26, 2021, 21:00:37",Three,bus,train,
953,2156,Rampura,"Dec 26, 2021, 21:00:37",41,truck,bus,train
954,2160,Lohagara,"Dec 26, 2021, 21:00:37",One,bike,motorcycle,
955,2160,upazila,"Dec 26, 2021, 21:00:37",One,bike,motorcycle,
956,2161,Patuakhali,"Dec 26, 2021, 21:00:38",One,bus,auto,
957,2163,Mrirdhakanda,"Dec 27, 2021, 04:02:54",Four,truck,rickshaw,auto
958,2163,Dhaka,"Dec 27, 2021, 04:02:54",Four,truck,rickshaw,auto
959,2164,Narayanganj,"Dec 27, 2021, 04:02:54",One,bus,train,
