ID,url number,ACCIDENT LOCATION,ACCIDENT Date,Victim NUMBER,Vehicle 1,Vehicle 2,Vehicle 3
960,2164,Dhaka,"Dec 27, 2021, 04:02:54",One,bus,train,
961,2167,Narayanganj,"Dec 27, 2021, 04:07:31",Three,bus,train,
962,2167,Narayanganj,"Dec 27, 2021, 04:07:31",Three,bus,train,
963,2180,Narayanganj,"Dec 28, 2021, 04:07:56",three,bus,train,
964,2180,Narayanganj,"Dec 28, 2021, 04:07:56",three,bus,train,
965,2181,Ghoraghat,"Dec 28, 2021, 09:19:31",three,truck,,
966,2181,Dinajpur,"Dec 28, 2021, 09:19:31",three,truck,,
967,2182,Ghoraghat,"Dec 28, 2021, 17:36:45",Three,truck,,
968,2182,Dinajpur,"Dec 28, 2021, 17:36:45",Three,truck,,
969,2189,Rampura,"Dec 29, 2021, 04:07:48",29,truck,bus,
970,2191,Dhaka,"Dec 29, 2021, 04:07:57",One,bus,,
971,2194,Munshiganj,"Dec 29, 2021, 13:33:32",3589,truck,bus,
972,2199,Jhalakathi,"Dec 30, 2021, 04:03:02",400,car,,
973,2199,Jhalakathi,"Dec 30, 2021, 04:03:02",400,car,,
974,2201,Gulistan,"Dec 30, 2021, 21:02:01",Two,bus,car,auto
975,2202,Chakaria,"Dec 30, 2021, 21:02:01",three,truck,bus,
976,2202,Panchbibi,"Dec 30, 2021, 21:02:01",three,truck,bus,
977,2207,Bonpara,"Dec 31, 2021, 04:03:01",Five,bus,,
978,2224,Patuakhali,"Jan 01, 2022, 17:35:43",Three,truck,bus,bike
979,2224,Faridpur,"Jan 01, 2022, 17:35:43",Three,truck,bus,bike
980,2228,Jagannathpur,"Jan 02, 2022, 04:02:35",One,rickshaw,auto,
981,2233,Birganj,"Jan 02, 2022, 04:58:43",Four,truck,motorcycle,
982,2233,Birampur,"Jan 02, 2022, 04:58:43",Four,truck,motorcycle,
983,2235,Dinajpur,"Jan 02, 2022, 13:40:19",Nine,truck,bus,bike
984,2235,Jashore,"Jan 02, 2022, 13:40:19",Nine,truck,bus,bike
985,2237,Jagannathpur,"Jan 02, 2022, 21:01:40",Two,rickshaw,auto,
986,2243,Dinajpur,"Jan 03, 2022, 04:02:39",Three,truck,motorcycle,
987,2245,Jhalakathi,"Jan 03, 2022, 13:56:01",49,car,,
988,2245,Dhaka,"Jan 03, 2022, 13:56:01",49,car,,
989,2247,Narayanganj,"Jan 04, 2022, 04:03:09",853,train,,
990,2251,Bangladesh,"Jan 04, 2022, 04:09:59",two,car,,
991,2251,Dhaka,"Jan 04, 2022, 04:09:59",two,car,,
995,2275,Ramjannagar,"Jan 06, 2022, 21:02:16",One,truck,bike,
996,2275,Bongshipur,"Jan 06, 2022, 21:02:16",One,truck,bike,
997,2290,Pabna,"Jan 08, 2022, 04:03:14",10,auto,,
998,2308,Kalikapur,"Jan 09, 2022, 14:55:43",two,truck,rickshaw,auto
999,2308,Pabna,"Jan 09, 2022, 14:55:43",two,truck,rickshaw,auto
1000,2311,Bagerhat,"Jan 09, 2022, 19:58:43",3776,bus,bike,rickshaw
1001,2315,Daulatpur,"Jan 10, 2022, 01:58:44",six,truck,motorcycle,auto
1002,2323,Daulatpur,"Jan 10, 2022, 05:19:21",two,truck,bike,motorcycle
1003,2323,Taragunia,"Jan 10, 2022, 05:19:21",two,truck,bike,motorcycle
1004,2325,Bashail,"Jan 10, 2022, 13:59:16",71,truck,bus,train
1005,2325,Mirzapur,"Jan 10, 2022, 13:59:16",71,truck,bus,train
1006,2328,Jamalpur,"Jan 10, 2022, 21:00:06",6284,motorcycle,,
1007,2330,Chandpur,"Jan 10, 2022, 21:01:47",Two,bus,,
1010,2338,Pabna,"Jan 11, 2022, 04:11:52",Three,truck,bike,
1011,2338,Jotadom,"Jan 11, 2022, 04:11:52",Three,truck,bike,
1013,2349,Chakaria,"Jan 12, 2022, 04:03:22",Two,truck,bus,
1014,2351,Takia,"Jan 12, 2022, 04:08:29",two,truck,bus,
1015,2351,wood.laden,"Jan 12, 2022, 04:08:29",two,truck,bus,
1016,2354,Narayanganj,"Jan 12, 2022, 15:09:59",Four,truck,motorcycle,
1017,2358,Hasina,"Jan 12, 2022, 21:02:08",2018,bus,car,
1018,2362,Sadar,"Jan 12, 2022, 21:04:05",Three,truck,bike,motorcycle
1019,2362,Upazila,"Jan 12, 2022, 21:04:05",Three,truck,bike,motorcycle
1020,2371,Brahmanbaria,"Jan 13, 2022, 04:08:46",Two,truck,rickshaw,auto
1021,2371,Quoting,"Jan 13, 2022, 04:08:46",Two,truck,rickshaw,auto
1022,2387,Chainamore,"Jan 14, 2022, 21:03:30",three,truck,bike,auto
1023,2387,Mymensingh,"Jan 14, 2022, 21:03:30",three,truck,bike,auto
1024,2388,Chanderghona,"Jan 14, 2022, 21:03:30",three,bus,rickshaw,auto
1025,2396,Mymensingh,"Jan 15, 2022, 04:07:31",Four,truck,bike,motorcycle
1026,2396,Mymensingh,"Jan 15, 2022, 04:07:31",Four,truck,bike,motorcycle
1027,2400,Feni,"Jan 15, 2022, 21:02:02",Two,car,,
1028,2402,Gafargaon,"Jan 15, 2022, 21:03:07",two,car,rickshaw,auto
1029,2402,Debipur,"Jan 15, 2022, 21:03:07",two,car,rickshaw,auto
1030,2409,Dinajpur,"Jan 16, 2022, 15:06:39",Six,bus,bike,rickshaw
1031,2409,Parbatipur,"Jan 16, 2022, 15:06:39",Six,bus,bike,rickshaw
1032,2413,Thakurgaon,"Jan 17, 2022, 04:02:20",One,motorcycle,,
1033,2415,Jamalpur,"Jan 17, 2022, 04:06:53",Three,rickshaw,auto,
1034,2416,Nawabganj,"Jan 17, 2022, 21:02:13",17,truck,bike,
1035,2416,Dinajpur,"Jan 17, 2022, 21:02:13",17,truck,bike,
1036,2420,U.S.,"Jan 17, 2022, 21:04:11",Two,truck,car,
1037,2420,North,"Jan 17, 2022, 21:04:11",Two,truck,car,
1038,2421,U.S.,"Jan 17, 2022, 21:04:38",Two,truck,car,
1039,2421,North,"Jan 17, 2022, 21:04:38",Two,truck,car,
1040,2422,Nawabganj,"Jan 18, 2022, 04:02:52",One,truck,rickshaw,auto
1041,2422,Dinajpur,"Jan 18, 2022, 04:02:52",One,truck,rickshaw,auto
1045,2432,Khilgaon,"Jan 18, 2022, 23:10:08",3,bus,car,train
1046,2432,Khilgaon,"Jan 18, 2022, 23:10:08",3,bus,car,train
1047,2433,Begunbari,"Jan 19, 2022, 04:02:45",One,motorcycle,auto,
1048,2435,Begunbari,"Jan 19, 2022, 04:02:45",19,motorcycle,auto,
1049,2443,Khagrachhari,"Jan 20, 2022, 04:02:39",One,truck,auto,
1050,2449,Marine,"Jan 20, 2022, 04:09:03",Two,bus,rickshaw,auto
1051,2449,Drive,"Jan 20, 2022, 04:09:03",Two,bus,rickshaw,auto
1052,2450,Khagrachhari,"Jan 20, 2022, 04:09:03",Two,truck,,
1053,2457,Gulistan,"Jan 20, 2022, 21:03:35",8,bus,auto,
1054,2469,Patnitala,"Jan 21, 2022, 21:02:14",Two,truck,rickshaw,auto
1055,2470,Gulistan,"Jan 21, 2022, 21:03:22",four,bus,rickshaw,train
1056,2470,Rampura,"Jan 21, 2022, 21:03:22",four,bus,rickshaw,train
1057,2471,Rampura,"Jan 22, 2022, 04:02:58",38,truck,bus,rickshaw
1058,2471,Rampura,"Jan 22, 2022, 04:02:58",38,truck,bus,rickshaw
1059,2475,Chattogram,"Jan 22, 2022, 04:07:26",One,car,auto,
1060,2477,Mogbazar,"Jan 22, 2022, 04:07:37",1989,bus,car,
1061,2478,Matuail,"Jan 22, 2022, 08:16:38",One,bus,rickshaw,auto
1062,2489,Cumilla,"Jan 23, 2022, 04:06:57",five,truck,bus,rickshaw
1063,2489,Chattogram,"Jan 23, 2022, 04:06:57",five,truck,bus,rickshaw
1065,2494,Rangpur,"Jan 23, 2022, 21:02:54",Four,bus,rickshaw,auto
1066,2497,Nabdiganj,"Jan 24, 2022, 04:03:01",Four,bus,rickshaw,auto
1067,2497,Rangpur,"Jan 24, 2022, 04:03:01",Four,bus,rickshaw,auto
1068,2503,Chapainawabganj,"Jan 24, 2022, 21:02:01",One,train,,
1069,2521,Bejgaon,"Jan 26, 2022, 21:03:22",One,bus,car,
1070,2529,Chattogram,"Jan 27, 2022, 21:04:29",One,auto,,
1071,2546,Manikganj,"Jan 29, 2022, 15:53:41",seven,bus,bike,rickshaw
1072,2546,Shibalaya,"Jan 29, 2022, 15:53:41",seven,bus,bike,rickshaw
1073,2549,Shibchar,"Jan 29, 2022, 21:02:02",Five,bus,car,
1074,2549,Madaripur,"Jan 29, 2022, 21:02:02",Five,bus,car,
1075,2554,Bachamora,"Jan 30, 2022, 04:02:52",five,bus,car,
1076,2557,Mexico,"Jan 30, 2022, 04:02:52",Thirteen,car,,
1077,2557,Jalisco,"Jan 30, 2022, 04:02:52",Thirteen,car,,
1078,2560,Aditmari,"Jan 30, 2022, 04:07:31",One,train,,
1079,2562,Mahadevpur,"Jan 30, 2022, 04:07:42",Three,bus,,
1080,2562,Shibalaya,"Jan 30, 2022, 04:07:42",Three,bus,,
1081,2564,Dhaka,"Jan 30, 2022, 18:28:12",three,truck,bus,
1082,2568,Faridpur,"Jan 30, 2022, 21:01:48",Three,car,,
1083,2568,Rajbari,"Jan 30, 2022, 21:01:48",Three,car,,
1084,2569,Rozina,"Jan 30, 2022, 21:01:48",One,truck,rickshaw,auto
1085,2579,Chandpur,"Feb 01, 2022, 04:03:53",Five,car,,
1086,2579,Chandpur,"Feb 01, 2022, 04:03:53",Five,car,,
1087,2587,Shewrapara,"Feb 02, 2022, 04:03:21",One,bus,rickshaw,
1088,2587,Dhaka,"Feb 02, 2022, 04:03:21",One,bus,rickshaw,
1089,2589,Birampur,"Feb 02, 2022, 04:03:21",Three,car,train,
1090,2589,Dinajpur,"Feb 02, 2022, 04:03:21",Three,car,train,
1091,2592,Dinajpur,"Feb 02, 2022, 21:37:20",Three,truck,bus,car
1092,2592,Birampur,"Feb 02, 2022, 21:37:20",Three,truck,bus,car
1093,2594,Dinajpur,"Feb 02, 2022, 21:37:20",10,car,bike,
1094,2594,Patuakhali,"Feb 02, 2022, 21:37:20",10,car,bike,
1095,2596,Birampur,"Feb 02, 2022, 21:37:20",Three,car,train,
1096,2596,Dinajpur,"Feb 02, 2022, 21:37:20",Three,car,train,
1097,2604,Chandpur,"Feb 03, 2022, 04:08:13",3000,car,train,
1098,2617,Banasree,"Feb 04, 2022, 05:07:39",One,motorcycle,,
1099,2617,Rampura,"Feb 04, 2022, 05:07:39",One,motorcycle,,
1100,2621,Dhaka,"Feb 04, 2022, 21:02:54",seven,truck,car,bike
1101,2621,Rampura,"Feb 04, 2022, 21:02:54",seven,truck,car,bike
1102,2628,Chandpur,"Feb 05, 2022, 04:09:55",four,bus,rickshaw,auto
1103,2637,Rayan,"Feb 07, 2022, 00:25:06",four,car,,
1104,2637,Oram,"Feb 07, 2022, 00:25:06",four,car,,
1105,2645,Chakaria,"Feb 08, 2022, 04:26:37",three,truck,bus,
1106,2645,Laguna,"Feb 08, 2022, 04:26:37",three,truck,bus,
1108,2650,Dhaka,"Feb 09, 2022, 04:06:20",One,train,auto,
1109,2656,Chakoria,"Feb 09, 2022, 04:16:04",Five,truck,bus,car
1110,2656,Dhaka,"Feb 09, 2022, 04:16:04",Five,truck,bus,car
1111,2657,Gurudaspur,"Feb 09, 2022, 20:30:16",Two,truck,motorcycle,
1112,2657,Naldanga,"Feb 09, 2022, 20:30:16",Two,truck,motorcycle,
1113,2659,Rampura,"Feb 09, 2022, 21:02:53",5,truck,bus,
1114,2659,Chakaria,"Feb 09, 2022, 21:02:53",5,truck,bus,
1115,2660,Chakaria,"Feb 09, 2022, 21:03:20",five,truck,,
1116,2661,Chattogram,"Feb 10, 2022, 00:25:31",Two,motorcycle,auto,
1117,2661,Mishu,"Feb 10, 2022, 00:25:31",Two,motorcycle,auto,
1118,2662,Gurudaspur,"Feb 10, 2022, 00:25:31",Two,motorcycle,,
1119,2662,Naldanga,"Feb 10, 2022, 00:25:31",Two,motorcycle,,
1120,2664,Natore,"Feb 10, 2022, 00:25:31",9,truck,,
1121,2664,Dhaka,"Feb 10, 2022, 00:25:31",9,truck,,
1124,2683,Panchagarh,"Feb 12, 2022, 03:29:23",Three,truck,bike,train
1125,2683,Panchagarh,"Feb 12, 2022, 03:29:23",Three,truck,bike,train
1128,2692,Chakaria,"Feb 12, 2022, 21:02:51",one,truck,,
1129,2692,Dulahazara,"Feb 12, 2022, 21:02:51",one,truck,,
1134,2716,Jhalokati,"Feb 15, 2022, 04:07:28",One,bike,motorcycle,
1135,2716,Swarupkathi,"Feb 15, 2022, 04:07:28",One,bike,motorcycle,
1136,2726,Khejurtala,"Feb 16, 2022, 21:04:37",One,motorcycle,,
1137,2726,Bogra,"Feb 16, 2022, 21:04:37",One,motorcycle,,
1138,2727,Teknaf,"Feb 16, 2022, 21:05:27",two,rickshaw,auto,
1139,2728,Chattogram,"Feb 16, 2022, 21:05:27",two,motorcycle,,
1140,2728,Qatar,"Feb 16, 2022, 21:05:27",two,motorcycle,,
1141,2732,Leguna,"Feb 17, 2022, 04:07:39",five,rickshaw,auto,
1142,2732,Chattogram,"Feb 17, 2022, 04:07:39",five,rickshaw,auto,
1143,2733,Oman,"Feb 17, 2022, 04:07:39",Two,bus,car,
1144,2733,Muscat,"Feb 17, 2022, 04:07:39",Two,bus,car,
1145,2741,Chattogram,"Feb 17, 2022, 05:12:51",four,truck,bus,motorcycle
1146,2741,Magura,"Feb 17, 2022, 05:12:51",four,truck,bus,motorcycle
1147,2743,Chattogram,"Feb 17, 2022, 23:15:48",one,car,rickshaw,auto
1149,2761,Barahipur,"Feb 19, 2022, 07:43:34",two,train,auto,
1151,2764,Old,"Feb 20, 2022, 04:03:14",71,bus,,
1152,2764,Dhaka,"Feb 20, 2022, 04:03:14",71,bus,,
1153,2771,Jhalokati,"Feb 20, 2022, 04:08:05",two,truck,bus,
1154,2771,Barisal,"Feb 20, 2022, 04:08:05",two,truck,bus,
1155,2785,Munshiganj,"Feb 22, 2022, 04:10:11",two,truck,rickshaw,auto
1156,2790,Chandpur,"Feb 23, 2022, 04:05:42",Five,car,,
1157,2794,Chandpur,"Feb 24, 2022, 04:00:38",Five,truck,car,auto
1158,2794,Munshiganj,"Feb 24, 2022, 04:00:38",Five,truck,car,auto
1159,2795,Bagerhat,"Feb 24, 2022, 04:00:38",10,truck,bus,motorcycle
1160,2795,Nilphamari,"Feb 24, 2022, 04:00:38",10,truck,bus,motorcycle
1161,2797,Munshiganj,"Feb 24, 2022, 04:00:39",two,truck,bike,motorcycle
1162,2797,Patuakhali,"Feb 24, 2022, 04:00:39",two,truck,bike,motorcycle
1163,2799,Jhalakathi,"Feb 24, 2022, 04:05:13",One,bus,,
1165,2808,Narayanganj,"Feb 25, 2022, 04:07:07",One,truck,car,
1166,2808,Dhaka,"Feb 25, 2022, 04:07:07",One,truck,car,
1167,2813,large.scale,"Feb 25, 2022, 21:04:33",137,train,,
1168,2820,Rampura,"Feb 26, 2022, 21:04:35",Eighteen,bus,,
1169,2822,Rampura,"Feb 27, 2022, 04:07:22",Eighteen,bus,,
1171,2827,Dinajpur,"Feb 28, 2022, 04:01:44",One,truck,bike,
1172,2827,Dinajpur,"Feb 28, 2022, 04:01:44",One,truck,bike,
1173,2831,Brahmanbaria,"Feb 28, 2022, 22:17:20",Two,truck,rickshaw,auto
1174,2833,Gazipur,"Feb 28, 2022, 22:17:20",One,train,,
1175,2838,Dhaka,"Mar 01, 2022, 04:09:53",10,bus,car,
1176,2843,Bijoynagar,"Mar 02, 2022, 21:09:33",Four,rickshaw,auto,
1177,2843,Brahmanbaria,"Mar 02, 2022, 21:09:33",Four,rickshaw,auto,
1179,2860,Bijoynagar,"Mar 03, 2022, 04:09:52",Four,rickshaw,auto,
1180,2860,Brahmanbaria,"Mar 03, 2022, 04:09:52",Four,rickshaw,auto,
1181,2865,Ukrainian,"Mar 04, 2022, 04:22:57",9000,train,,
1182,2871,Saidabad,"Mar 04, 2022, 21:57:02",four,truck,bus,bike
1183,2871,Dinajpur,"Mar 04, 2022, 21:57:02",four,truck,bus,bike
1184,2875,Dinajpur,"Mar 05, 2022, 04:00:59",two,truck,bus,motorcycle
1185,2875,Kushtia,"Mar 05, 2022, 04:00:59",two,truck,bus,motorcycle
1186,2879,Pirojpur,"Mar 05, 2022, 21:14:50",Two,truck,auto,
1187,2879,Zila,"Mar 05, 2022, 21:14:50",Two,truck,auto,
1188,2885,Pirojpur,"Mar 06, 2022, 04:01:38",Two,truck,,
1189,2885,Zila,"Mar 06, 2022, 04:01:38",Two,truck,,
1191,2907,Jashore,"Mar 08, 2022, 04:07:11",three,bike,motorcycle,
1192,2907,Bangladesh,"Mar 08, 2022, 04:07:11",three,bike,motorcycle,
1193,2911,Bijoypur,"Mar 09, 2022, 22:44:17",3,train,,
1194,2914,Chakaria,"Mar 10, 2022, 04:04:57",5,truck,,
1195,2917,Bagerhat,"Mar 10, 2022, 04:04:57",Three,motorcycle,,
1196,2929,Dhamrai,"Mar 12, 2022, 04:10:57",One,car,rickshaw,auto
1197,2932,Dhaka,"Mar 12, 2022, 04:10:57",One,truck,motorcycle,
1198,2936,Habignaj,"Mar 12, 2022, 04:10:57",four,truck,bus,
1200,2943,Jokarchar,"Mar 13, 2022, 22:17:20",Six,truck,bike,motorcycle
1201,2943,Nilphamari,"Mar 13, 2022, 22:17:20",Six,truck,bike,motorcycle
1204,2951,Madrassah,"Mar 15, 2022, 05:02:55",Two,motorcycle,,
1205,2959,Dhaka,"Mar 17, 2022, 01:39:45",One,bus,,
1206,2965,Kharakpur,"Mar 17, 2022, 05:02:34",Two,truck,car,motorcycle
1207,2965,Kharakpur,"Mar 17, 2022, 05:02:34",Two,truck,car,motorcycle
1208,2966,Narsingdi,"Mar 17, 2022, 19:33:41",Six,truck,bus,rickshaw
1209,2966,Manikganj,"Mar 17, 2022, 19:33:41",Six,truck,bus,rickshaw
1210,2968,Rajbari,"Mar 18, 2022, 22:02:21",three,truck,,
1211,2968,Faridpur,"Mar 18, 2022, 22:02:21",three,truck,,
1212,2969,Rangpur,"Mar 18, 2022, 22:02:21",Two,truck,bus,
1213,2969,Paribahan,"Mar 18, 2022, 22:02:21",Two,truck,bus,
1214,2970,Narsingdi,"Mar 18, 2022, 22:03:50",Three,bus,,
1215,2974,potato.laden,"Mar 19, 2022, 05:08:57",Two,truck,bus,
1216,2974,Dhaka,"Mar 19, 2022, 05:08:57",Two,truck,bus,
1217,2976,Tumkur,"Mar 19, 2022, 05:08:57",Eight,bus,,
1218,2976,India,"Mar 19, 2022, 05:08:57",Eight,bus,,
1219,2982,Lohagara,"Mar 21, 2022, 22:55:00",four,truck,car,
1220,2982,Chattogram,"Mar 21, 2022, 22:55:00",four,truck,car,
1221,2983,Chattogram,"Mar 21, 2022, 22:55:00",Five,truck,car,
1222,2984,China,"Mar 21, 2022, 22:55:00",One,car,auto,
1223,2984,Kunming,"Mar 21, 2022, 22:55:00",One,car,auto,
1224,2988,Arifa,"Mar 21, 2022, 23:10:56",30,car,,
1227,2991,Abhijan,"Mar 22, 2022, 00:10:20",three,car,train,
1228,3006,Bangladesh,"Mar 23, 2022, 05:01:17",One,car,,
1229,3006,Narayanganj,"Mar 23, 2022, 05:01:17",One,car,,
1230,3008,Jashore,"Mar 23, 2022, 19:18:57",Three,truck,bus,
1231,3008,Dolanghata,"Mar 23, 2022, 19:18:57",Three,truck,bus,
1232,3020,Manikganj,"Mar 24, 2022, 22:07:30",five,truck,,
1233,3020,Shibalaya,"Mar 24, 2022, 22:07:30",five,truck,,
1234,3022,Narsingdi,"Mar 25, 2022, 05:02:10",Four,bus,rickshaw,auto
1235,3022,Narsingdi,"Mar 25, 2022, 05:02:10",Four,bus,rickshaw,auto
1236,3025,Noagaon,"Mar 25, 2022, 05:02:18",seven,truck,bus,
1237,3025,Naogaon,"Mar 25, 2022, 05:02:18",seven,truck,bus,
1238,3028,Dinajpur,"Mar 25, 2022, 18:30:04",Six,truck,rickshaw,auto
1239,3028,Narsingdi,"Mar 25, 2022, 18:30:04",Six,truck,rickshaw,auto
1240,3035,Bangladesh,"Mar 25, 2022, 22:02:52",three,truck,car,
1241,3035,West,"Mar 25, 2022, 22:02:52",three,truck,car,
1242,3037,Rupnagar,"Mar 26, 2022, 05:05:10",Two,truck,auto,
1243,3040,Beribadh,"Mar 26, 2022, 05:11:04",Two,truck,,
1244,3040,Rupnagar,"Mar 26, 2022, 05:11:04",Two,truck,,
1245,3041,Narsingdi,"Mar 26, 2022, 05:11:15",eight,truck,rickshaw,auto
1246,3041,Dinajpur,"Mar 26, 2022, 05:11:15",eight,truck,rickshaw,auto
1247,3042,Qatar,"Mar 27, 2022, 23:27:25",Three,car,,
1248,3045,Qatar,"Mar 28, 2022, 05:00:27",Three,bus,car,
1249,3045,Doha,"Mar 28, 2022, 05:00:27",Three,bus,car,
1250,3046,Qatar,"Mar 28, 2022, 05:00:27",Three,car,,
1251,3058,Kakdanga,"Mar 28, 2022, 22:06:29",One,bus,motorcycle,auto
1252,3063,Shibchar,"Mar 29, 2022, 05:00:38",One,truck,bus,
1253,3063,Madaripur,"Mar 29, 2022, 05:00:38",One,truck,bus,
1254,3074,Bagerhat,"Mar 30, 2022, 05:00:06",Three,bike,motorcycle,
1257,3076,Bangabandhu,"Mar 30, 2022, 05:00:06",15,bus,car,
1258,3076,USA,"Mar 30, 2022, 05:00:06",15,bus,car,
1259,3084,Paltan,"Mar 31, 2022, 05:05:43",One,truck,rickshaw,auto
1260,3086,Nawabganj,"Mar 31, 2022, 05:05:43",Three,car,motorcycle,
1261,3086,Dinajpur,"Mar 31, 2022, 05:05:43",Three,car,motorcycle,
1262,3087,Dinajpur,"Mar 31, 2022, 05:05:43",Three,motorcycle,,
1263,3092,Gopalganj,"Mar 31, 2022, 05:15:16",Three,motorcycle,,
1264,3092,Rudra,"Mar 31, 2022, 05:15:16",Three,motorcycle,,
1265,3097,Dinajpur,"Mar 31, 2022, 22:08:20",Three,truck,motorcycle,
1266,3097,Birampur,"Mar 31, 2022, 22:08:20",Three,truck,motorcycle,
1267,3104,Dhaka,"Apr 01, 2022, 22:01:55",One,auto,,
1268,3106,North,"Apr 01, 2022, 22:01:55",7,truck,bus,car
1269,3106,South,"Apr 01, 2022, 22:01:55",7,truck,bus,car
1270,3107,Belgharh,"Apr 01, 2022, 22:01:55",Two,motorcycle,,
1271,3112,Natore,"Apr 01, 2022, 22:18:58",Five,bus,rickshaw,auto
1272,3112,Munshiganj,"Apr 01, 2022, 22:18:58",Five,bus,rickshaw,auto
1273,3114,Natore,"Apr 02, 2022, 05:09:53",Five,bus,rickshaw,auto
1274,3114,Munshiganj,"Apr 02, 2022, 05:09:53",Five,bus,rickshaw,auto
1275,3123,Bagerhat,"Apr 03, 2022, 05:03:08",One,truck,bike,motorcycle
1276,3134,Syedpur,"Apr 04, 2022, 05:22:20",4236,bus,car,
1277,3144,Kiskunfelegyhaza,"Apr 05, 2022, 05:06:29",One,truck,car,train
1278,3147,Bangladesh,"Apr 05, 2022, 05:13:44",589,truck,bus,car
1279,3147,Dhaka,"Apr 05, 2022, 05:13:44",589,truck,bus,car
1280,3152,Birampur,"Apr 06, 2022, 05:02:37",5,train,,
1281,3152,Dinajpur,"Apr 06, 2022, 05:02:37",5,train,,
1282,3166,Thakurgaon,"Apr 08, 2022, 06:49:50",Two,truck,bike,
1283,3166,Thakurgaon,"Apr 08, 2022, 06:49:50",Two,truck,bike,
1284,3176,London,"Apr 10, 2022, 05:02:15",One,car,,
1285,3177,Chattogram,"Apr 10, 2022, 05:02:15",Four,truck,bike,rickshaw
1286,3183,London,"Apr 10, 2022, 05:06:23",6,car,,
1287,3191,Lakshmipur,"Apr 11, 2022, 05:04:03",One,auto,,
1288,3194,Bangabandhu,"Apr 11, 2022, 22:02:44",One,train,,
1289,3208,Dubai,"Apr 13, 2022, 05:40:57",One,car,,
1290,3212,Hatia,"Apr 14, 2022, 05:03:48",One,car,rickshaw,train
1291,3213,Hemayetpur,"Apr 14, 2022, 15:25:01",Two,motorcycle,,
1292,3224,Husan,"Apr 15, 2022, 22:01:42",10,bus,car,
1293,3224,Nablus,"Apr 15, 2022, 22:01:42",10,bus,car,
1294,3230,Kutubdia,"Apr 16, 2022, 18:33:20",Two,bike,,
1295,3230,Chapainawabganj,"Apr 16, 2022, 18:33:20",Two,bike,,
1296,3236,Chattogram,"Apr 17, 2022, 06:11:25",Two,truck,bus,motorcycle
1297,3236,Sonaichhari,"Apr 17, 2022, 06:11:25",Two,truck,bus,motorcycle
1298,3242,New,"Apr 17, 2022, 22:03:07",two,truck,bus,motorcycle
1299,3242,Bypass,"Apr 17, 2022, 22:03:07",two,truck,bus,motorcycle
1300,3275,Habiganj,"Apr 22, 2022, 14:40:42",nine,truck,bike,rickshaw
1301,3275,Noakhali,"Apr 22, 2022, 14:40:42",nine,truck,bike,rickshaw
1302,3302,Nepal‘s,"Apr 25, 2022, 06:12:15",Four,bus,car,
1303,3303,Gouripur,"Apr 25, 2022, 22:02:17",two,auto,,
1304,3303,Rajbari,"Apr 25, 2022, 22:02:17",two,auto,,
1305,3308,Mymensingh,"Apr 27, 2022, 22:03:10",Four,truck,bus,rickshaw
1306,3308,Tarakanda,"Apr 27, 2022, 22:03:10",Four,truck,bus,rickshaw
1307,3309,Mymensingh,"Apr 27, 2022, 22:03:10",Five,truck,bus,rickshaw
1308,3309,Tarakanda,"Apr 27, 2022, 22:03:10",Five,truck,bus,rickshaw
1309,3310,Tarakanda,"Apr 27, 2022, 22:05:45",Two,truck,bus,
1310,3310,Bagunda,"Apr 27, 2022, 22:05:45",Two,truck,bus,
1311,3314,Narayanganj,"Apr 28, 2022, 05:08:23",Three,truck,,
1312,3317,Gulistan,"Apr 28, 2022, 18:09:50",two,bus,,
1313,3325,Khilgaon,"Apr 29, 2022, 22:02:16",Two,motorcycle,,
1314,3325,Khilgaon,"Apr 29, 2022, 22:02:16",Two,motorcycle,,
1315,3326,Khilgaon,"Apr 29, 2022, 22:02:16",Two,motorcycle,,
1316,3326,Khilgaon,"Apr 29, 2022, 22:02:16",Two,motorcycle,,
1317,3330,Chattogram,"Apr 30, 2022, 05:04:16",One,truck,rickshaw,auto
1318,3331,Khilgaon,"Apr 30, 2022, 05:04:16",Two,motorcycle,,
1319,3339,Dhaka,"Apr 30, 2022, 05:15:09",six,truck,bus,motorcycle
1320,3339,Khulna,"Apr 30, 2022, 05:15:09",six,truck,bus,motorcycle
1321,3340,Khansama,"Apr 30, 2022, 22:02:27",Two,truck,,
1322,3348,Bangladesh,"May 01, 2022, 07:32:46",four,truck,bus,train
1323,3348,Bagerhat,"May 01, 2022, 07:32:46",four,truck,bus,train
1324,3357,Gazipur,"May 03, 2022, 22:03:30",Three,bus,rickshaw,auto
1325,3360,Barisal,"May 04, 2022, 05:03:11",Two,truck,bus,bike
1326,3360,Nirob,"May 04, 2022, 05:03:11",Two,truck,bus,bike
1327,3361,Gazipur,"May 04, 2022, 05:03:11",five,bus,rickshaw,auto
1328,3361,Safipur,"May 04, 2022, 05:03:11",five,bus,rickshaw,auto
1329,3362,Safipur,"May 04, 2022, 05:10:03",Five,bus,rickshaw,auto
1330,3362,Gazipur,"May 04, 2022, 05:10:03",Five,bus,rickshaw,auto
1331,3366,Rangpur,"May 04, 2022, 22:01:56",Five,bus,motorcycle,rickshaw
1332,3366,Panchagarh,"May 04, 2022, 22:01:56",Five,bus,motorcycle,rickshaw
1333,3369,Cumilla,"May 04, 2022, 22:01:56",13,bus,bike,rickshaw
1334,3369,Mymensingh,"May 04, 2022, 22:01:56",13,bus,bike,rickshaw
